nct_id,brief_title,overall_status,phase,conditions,interventions,location_countries,lead_sponsor,lead_sponsor_norm,region_label,estimated_trial_cost,enrollment_feasibility_score,benefit_score,benefit_per_cost
NCT06413706,A Study Comparing Abemaciclib Plus Temozolomide to Temozolomide Monotherapy in Children and Young Adults With High-grade Glioma Following Radiotherapy,Recruiting,Phase 2,['Glioma'],['Abemaciclib' 'Temozolomide'],"['Australia' 'Belgium' 'Denmark' 'France' 'Italy' 'Japan' 'Netherlands'
 'Romania' 'Spain' 'United States']",Eli Lilly and Company,Eli Lilly and Company,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06406114,Optimizing the Diagnostic Approach to Cephalosporin Allergy Testing,Recruiting,Phase 2,"['Drug Allergy' 'Cephalosporin Allergy' 'Drug Hypersensitivity'
 'Antibiotic Allergy' 'Beta Lactam Adverse Reaction'
 'Drug-Induced Anaphylaxis' 'Cephalosporin Reaction']","['Beta-lactam antibiotic (cefazolin, cefuroxime, cefotaxime, ceftazidime, ceftriaxone, cefepime, pre-pen, penicillin G, ampicillin, and histamine) double-blind skin testing'
 'Culprit cephalosporin (cefazolin, ceftazidime, ceftriaxone, cefepime, cephalexin, cefaclor, cefadroxil, cefuroxime, cefpodoxime, cefdinir, or cefixime) double-blind placebo-controlled drug challenge'
 'Similar cephalosporin (cefepime, ceftriaxone, cefaclor, cephalexin, cefixime, or cefdinir) antibiotic double-blind placebo-controlled drug challenge'
 'Dissimilar cephalosporin (ceftriaxone or cefazolin) antibiotic double-blind placebo-controlled drug challenge'
 'Amoxicillin double-blind placebo-controlled drug challenge']",['United States'],Massachusetts General Hospital,Massachusetts General Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06404931,Transvaginal Human Acellular Dermal Matrix for Prolapse Treatment,Recruiting,Phase 2,['Prolapse; Female' 'Prolapse Genital' 'Prolapse Uterovaginal'],"['Vaginal hysterectomy plus matrix reinforcement and sacrospinous fixation with Anchorsure® device'
 'Vaginal hysterectomy plus anterior colporrhaphy'
 'Vaginal hysterectomy plus sacrospinous fixation with Anchorsure® device']",['Spain'],Hospital Mutua de Terrassa,Hospital Mutua de Terrassa,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06405061,Evaluation of Effectiveness and Safety of HAIC in Combination With Adebrelimab and Bevacizumab for Potentially Resectable Hepatocellular Carcinoma,Recruiting,Phase 2,['Adebrelimab' 'Hepatocellular Carcinoma'],['Adebrelimab'],['China'],Tianjin Medical University Cancer Institute and Hospital,Tianjin Medical University Cancer Institute and Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06405113,FMT+SOX+Sintilimab As First-line Treatment for Advanced Gastric Cancer,Recruiting,Phase 2,['Gastric Cancer'],['Fecal Microbiota Transplantation (FMT)+chemotherapy+immunotherapy'],['China'],Changzhou No.2 People's Hospital,Changzhou No.2 People's Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06405139,"Nanoliposomal Irinotecan, Oxaliplatin Plus Capecitabine As Conversion Therapy of Locally Advanced Colorectal Cancer",Recruiting,Phase 2,['Colorectal Cancer'],"['Nanoliposomal Irinotecan, Oxaliplatin plus Capecitabine']",['China'],"Cancer Institute and Hospital, Chinese Academy of Medical Sciences","Cancer Institute and Hospital, Chinese Academy of Medical Sciences",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06405425,A Study of BL-B01D1 + PD-1 in Patients With Locally Advanced or Metastatic Urothelial Carcinoma,Recruiting,Phase 2,['Urothelial Carcinoma'],['BL-B01D1' 'PD-1'],['China'],"Sichuan Baili Pharmaceutical Co., Ltd.","Sichuan Baili Pharmaceutical Co., Ltd.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06405490,NALIRI-XELOX+AK104 for First-line Treatment of Advanced PDAC,Recruiting,Phase 2,"['Nanoliposomal Irinotecan' 'Cadonilimab' 'Oxaliplatin' 'Capecitabine'
 'First-Line' 'Advanced Cancer' 'Pancreatic Adenocarcinoma' 'Drug Use']",['Nanoliposomal Irinotecan+Oxaliplatin +Capecitabine+Cadonilimab'],['China'],"Cancer Institute and Hospital, Chinese Academy of Medical Sciences","Cancer Institute and Hospital, Chinese Academy of Medical Sciences",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06405607,Psilocybin vs Ketamine for Alcohol Use Disorder,Recruiting,Phase 2,['Alcohol Use Disorder' 'Alcohol Dependence' 'Alcohol Abuse'],['Psilocybin' 'Ketamine'],['United States'],University of Iowa,University of Iowa,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06406426,Study of The Second-line Treatment of Advanced Gastric / Gastroesophageal Junction Adenocarcinoma With Cadonilimab and Fruquintinib Combined With Paclitaxel-albumin,Recruiting,Phase 2,['Gastric / Gastroesophageal Junction Adenocarcinoma'],['Cadonilimab and Fruquintinib Combined With Paclitaxel-albumin'],['China'],Fudan University,Fudan University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06409364,FLudrocortisone Administration in Aneurysmal Subarachnoid Haemorrhage,Recruiting,Phase 2,['Aneurysmal Subarachnoid Hemorrhage'],['Fludrocortisone' 'Placebo'],['Australia' 'New Zealand'],The George Institute,The George Institute,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06406465,A UGT1A1 Genotype-Directed Study of Belinostat Pharmacokinetics and Toxicity,Recruiting,Phase 2,"['Carcinoma, Neuroendocrine' 'Tumor, Neuroendocrine'
 'Tumors, Neuroendocrine' 'Neuroendocrine; Carcinoma'
 'Small Cell; Receptors']",['Belinostat' 'Cisplatin' 'Etoposide'],['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06406556,Safety & Efficacy of Peg-ASP-based CCRT in Early Stage ENKTL,Recruiting,Phase 2,['Extranodal NK/T-cell Lymphoma'],['Pegaspargase combined with concurrent radiotherapy.'],['China'],Sun Yat-sen University,Sun Yat-sen University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06406634,Cadonilimab in Combination With Lenvatinib and Hepatic Arterial Infusion Chemotherapy (HAIC) for the Treatment of Unresectable Hepatocellular Carcinoma,Recruiting,Phase 2,['Hepatocellular Carcinoma'],['Cadonilimab' 'Lenvatinib'],['China'],Hunan Cancer Hospital,Hunan Cancer Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06408116,Predicting Esophageal Cancer Borders Using PET-Imaging,Recruiting,Phase 2,"['Esophagus Cancer, Stage I' 'Esophagus Cancer, Stage II']",['photon' 'surgical therapy' 'Chemotherapy'],['Germany'],University Hospital Heidelberg,University Hospital Heidelberg,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06408168,Phase II Study of REPotrectinib With or Without Fulvestrant in Patients With Hormone Receptor-positive Human Epidermal Growth Factor 2-negative Metastatic Invasive LObular Carcinoma Who Received a Prior Endocrine Therapy in Combination With Cyclin-dependent Kinase 4 and 6 Inhibitor (REPLOT Trial),Recruiting,Phase 2,"['Hormone Receptor-positive Human Epidermal Growth Factor 2-negative'
 'Metastatic Invasive LObular Carcinoma']",['Fulvestrant' 'Repotrectinib'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06409130,"Effects of NNC0194-0499, Cagrilintide, and Semaglutide Alone or in Combinations on Liver Damage and Alcohol Use in People With Alcohol-related Liver Disease","Active, not recruiting",Phase 2,['Alcohol-related Liver Disease'],"['NNC0194-0499' 'Semaglutide' 'NNC0194-0499 placebo'
 'Semaglutide placebo (Group A)' 'Cagrilintide + semaglutide'
 'Cagrilintide' 'Cagrilintide placebo' 'Semaglutide placebo (Group B)']","['Australia' 'Bulgaria' 'Canada' 'Czechia' 'Denmark' 'France' 'Germany'
 'Greece' 'Italy' 'Japan' 'Netherlands' 'Poland' 'Spain' 'United States']",Novo Nordisk A/S,Novo Nordisk A/S,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06409195,A Trial to Study the Safety and Efficacy of SM-020 Gel 1.0% in Subjects With Seborrheic Keratoses and Non-Melanoma Skin Cancers,Recruiting,Phase 2,['Non-Melanoma Skin Cancers'],['SM-020 1% Gel'],['United States'],"DermBiont, Inc.","DermBiont, Inc.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06413615,A Study of FDA022-BB05 in Advanced/Metastatic Solid Tumors,Recruiting,Phase 2,['Advanced Solid Tumor'],['FDA022-BB05'],['China'],"Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co., Ltd.","Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co., Ltd.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06413745,Phase II Clinical Study of SHR-A1811 in Patients With HER2 Expression / Amplification of Locally Advanced Unresectable or Recurrent Metastatic Biliary Tract Cancer,Recruiting,Phase 2,['HER2 Expression / Amplification in Patients With Biliary Tract Cancer'],['SHR-A1811'],['China'],"Jiangsu HengRui Medicine Co., Ltd.","Jiangsu HengRui Medicine Co., Ltd.",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06422403,A Value-Driven Study on Reducing Immune Checkpoint Inhibitor Dosing Frequency in Advanced Cancers,Recruiting,Phase 2,"['Carcinoma, Hepatocellular' 'Gastric Adenocarcinoma'
 'GastroEsophageal Cancer' 'Oesophageal Cancer'
 'Non-small Cell Lung Cancer' 'Head and Neck Squamous Cell Carcinoma']","['Extended Dosing Interval - A' 'Extended Dosing Interval - B'
 'Extended Dosing Interval - C' 'Standard of Care - A'
 'Standard of Care - B' 'Standard of Care - C']",['Singapore'],"National University Hospital, Singapore","National University Hospital, Singapore",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06420752,Passive Stretching in Peripheral Arterial Disease Patients,Recruiting,Phase 2,"['Peripheral Arterial Disease' 'Walking, Difficulty' 'Inflammation']",['Calf Plantar flexion' 'Dietary nitrate'],['United States'],"University of Wisconsin, La Crosse","University of Wisconsin, La Crosse",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06419179,"Maintenance Durvalumab (MEDI4736) and Olaparib (AZD2281) After Standard 1st Line Treatment (Carboplatin/Cisplatin, Etoposide, Durvalumab) in HRD Positive Extensive Disease (ED) Small-cell Lung Cancer (SCLC)",Enrolling by invitation,Phase 2,['Small Cell Lung Carcinoma'],['Durvalumab' 'Olaparib'],['Germany'],University of Cologne,University of Cologne,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06419608,Efficacy and Safety Study of BHV-7000 Monotherapy in Major Depression,"Active, not recruiting",Phase 2,['Major Depressive Disorder'],['BHV-7000' 'Placebo'],['United States'],Biohaven Therapeutics Ltd.,Biohaven Therapeutics Ltd.,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06419673,Serplulimab Plus Chemoradiotherapy for Stage III-IVA Cervical Cancer,"Active, not recruiting",Phase 2,['Cervical Cancer'],"['Serplulimab' 'Cisplatin' 'Carboplatin'
 'Brachytherapy and External Beam Radiotherapy']",['China'],"Cancer Institute and Hospital, Chinese Academy of Medical Sciences","Cancer Institute and Hospital, Chinese Academy of Medical Sciences",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06420167,DapagliFLOzin in Renal AL Amyloidosis (FLORAL),Recruiting,Phase 2,['Renal AL Amyloidosis'],['Dapagliflozin'],['United States'],Barbara Ann Karmanos Cancer Institute,Barbara Ann Karmanos Cancer Institute,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06420375,Treatment of UC With Novel Therapeutics,Recruiting,Phase 2,['Ulcerative Colitis Mild' 'Ulcerative Colitis'],['BRS201' 'Placebo'],['United States'],Brigham and Women's Hospital,Brigham and Women's Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06420440,Neoadjuvant Therapy in Patients With Resectable HCC Screened by a Multimodal Deep Learning Model,Recruiting,Phase 2,['HCC'],"['Hepatic arterial infusion chemotherapy' 'Lenvatinib' 'Tislelizumab'
 'Liver resection' 'Tislelizumab']",['China'],Chen Xiaoping,Chen Xiaoping,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06420492,Study of Novel Therapeutics for Acute Remedy of Colitis,Recruiting,Phase 2,"['Ulcerative Colitis' 'Ulcerative Colitis Chronic Moderate'
 'Ulcerative Colitis Chronic Severe']",['BRS201'],['United States'],Brigham and Women's Hospital,Brigham and Women's Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06420973,RC48 Treatment for Platinum Sensitive Recurrent Ovarian Cancer With HER2 Expression,Recruiting,Phase 2,"['Ovarian Carcinoma' 'Fallopian Tube Carcinoma'
 'Primary Peritoneal Carcinoma']",['RC48+carboplatin±bevacizumab'],['China'],Peking University Cancer Hospital & Institute,Peking University Cancer Hospital & Institute,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06418594,Adebrelimab Plus Apatinib and Etoposide for the Treatment of HER2-Negative Breast Cancer Brain Metastasis,Recruiting,Phase 2,['HER2-negative Breast Cancer Brain Metastases'],['Adebrelimab' 'Apatinib' 'Etoposide'],['China'],Beijing 302 Hospital,Beijing 302 Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06421298,"A Prospective, Single-arm, Phase II Clinical Trial to Evaluate the Efficacy and Safety of Tafolecimab and Sintilimab Combined With Chemotherapy in Patients With Advanced or Metastatic Driver Gene-negative Non-small Cell Lung Cancer After Failure of First-line Immunotherapy.",Recruiting,Phase 2,['Lung Cancer'],['Tafolecimab' 'Sintilimab' 'Nab paclitaxel' 'Docetaxel' 'Gemcitabine'],['China'],Jinghui Wang,Jinghui Wang,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06421376,Induction Chemoimmunotherapy Combined With Chemoradiotherapy in Esophageal Cancer,Recruiting,Phase 2,"['Esophageal Cancer' 'Immunotherapy' 'Induction Therapy'
 'Chemoradiotherapy' 'Surgery']",['Cardonilizumab' 'Chemoradiotherapy ±immunotherapy' 'Radical surgery'],['China'],"Cancer Institute and Hospital, Chinese Academy of Medical Sciences","Cancer Institute and Hospital, Chinese Academy of Medical Sciences",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06421532,Stimulating Amyloid Clearance in Cerebral Amyloid Angiopathy,Enrolling by invitation,Phase 2,['Cerebral Amyloid Angiopathy'],['XYWAV' 'gammaCore Sapphire'],['Netherlands'],Leiden University Medical Center,Leiden University Medical Center,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06421597,Identifying Individuals At Risk of Glucocorticoid-Induced Impairment of Bone Disease,Recruiting,Phase 2,['Osteoporosis Secondary'],['Prednisolone' 'Placebo'],['Denmark'],Odense University Hospital,Odense University Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06421636,"A Study to Test the Safety, Tolerability, and Efficacy of an Antibody, REGN7999, Injected Under the Skin for the Treatment of Iron Overload in Adult Participants With Non-Transfusion Dependent β-thalassemia, Using MRI Scans to Measure Iron Levels in the Body",Recruiting,Phase 2,['Non-Transfusion Dependent Beta-Thalassemia (NTDT)'],['REGN7999' 'Placebo'],"['Georgia' 'Greece' 'India' 'Italy' 'Malaysia' 'Thailand' 'United Kingdom'
 'United States']",Regeneron Pharmaceuticals,Regeneron Pharmaceuticals,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06421675,Outpatient and Intermittent Dosing of Elranatamab in Relapsed/Refractory Multiple Myeloma,Recruiting,Phase 2,['Refractory Multiple Myeloma'],['Elranatamab injection'],['Canada'],Ontario Clinical Oncology Group (OCOG),Ontario Clinical Oncology Group (OCOG),Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06421818,Effect and Mechanism of Baitouweng Decoction for Large Intestine Damp-heat Syndrome of Ulcerative Colitis,Recruiting,Phase 2,['Ulcerative Colitis'],['Baitouweng Tang' 'Placebo'],['China'],The Second Hospital of Nanjing Medical University,The Second Hospital of Nanjing Medical University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06418789,High-dose Chemotherapy as Second-line Drug Therapy for Relapsed Germ Cell Tumors,Recruiting,Phase 2,['Germ Cell Tumor'],"['High-dose chemotherapy (TI- 2 cycles, CE- 3 cycles )']",['Russia'],N.N. Petrov National Medical Research Center of Oncology,N.N. Petrov National Medical Research Center of Oncology,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06418477,"Daratumumab, Bortezomib, Cyclophosphamide, and Dexamethasone Therapy for Patients with MIDD",Recruiting,Phase 2,['Monoclonal Gammopathy of Renal Significance'],['Dara-CyBorD'],['China'],Peking University People's Hospital,Peking University People's Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06413992,Camrelizumab Plus Fluzoparib for TP-53 Mutated Endometrial Cancer,Recruiting,Phase 2,['Endometrial Carcinoma' 'TP53 Mutation' 'Recurrent or Metastatic'],"['Fluzoparib' 'Camrelizumab' 'paclitaxel (albumin bound)'
 'Carboplatin injection' 'Carboplatin' 'External irradiation']",['China'],"Cancer Institute and Hospital, Chinese Academy of Medical Sciences","Cancer Institute and Hospital, Chinese Academy of Medical Sciences",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06416007,Lattice Radiotherapy for Dose-Escalated Palliation of Bulky Tumors,Recruiting,Phase 2,"['Cancer' 'Metastatic Cancer' 'Locally Advanced'
 'Locally Advanced Solid Tumor' 'Locally Advanced Carcinoma']",['Lattice therapy (LRT)'],['United States'],University of Cincinnati,University of Cincinnati,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06414148,MRD-Directed Consolidation With Epcor-only or Epcor-R2 Post Anti-CD19 CAR TCell Therapy for Large B-Cell Lymphoma,Recruiting,Phase 2,['Relapsed/Refractory Large B-cell Lymphoma'],"['Epcoritamab' 'Epcoritamab, lenalidomide and rituximab']",['Australia'],"Peter MacCallum Cancer Centre, Australia","Peter MacCallum Cancer Centre, Australia",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06414577,Irinotecan Liposomes in Combination With Nituzumab for the Treatment of Recurrent/Metastatic Nasopharyngeal Carcinoma After Failure of First-Line or Higher Immunotherapy,"Active, not recruiting",Phase 2,['Nasopharyngeal Cancer'],['Irinotecan Liposomal combined With Nituzumab'],['China'],XIANG YANQUN,XIANG YANQUN,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06414590,Neoadjuvant Tebentafusp for Uveal Melanoma,Recruiting,Phase 2,['Locally Advanced Unresectable Uveal Melanoma'],['Tebentafusp-Tebn'],['United States'],Thomas Jefferson University,Thomas Jefferson University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06414954,Safety and Efficacy of 3 Dose Levels of NMD670 in Adult Patients With Myasthenia Gravis,Recruiting,Phase 2,"['Myasthenia Gravis' 'Myasthenia Gravis, MuSK']",['NMD670' 'Placebo'],"['Belgium' 'Denmark' 'France' 'Georgia' 'Italy' 'Netherlands' 'Poland'
 'Serbia' 'Spain' 'United States']",NMD Pharma A/S,NMD Pharma A/S,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06415318,TIP Regimen Combined With Triplizumab Neoadjuvant Therapy for Locally Advanced Penile Cancer,Recruiting,Phase 2,['Penile Cancer'],['Paclitaxel + Ifosfamide + Cisplatin & Toripalimab'],['China'],Sun Yat-sen University,Sun Yat-sen University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06415669,A Study of Paclitaxel Combined With Apatinib and Adebrelimab in Gastric/Gastroesophageal Junction Adenocarcinoma,Recruiting,Phase 2,['Gastric/Gastroesophageal Junction Adenocarcinoma'],"['Paclitaxel for injection (albumin-bound)' 'Adebrelimab'
 'Apatinib mesylate']",['China'],The First Affiliated Hospital of Xiamen University,The First Affiliated Hospital of Xiamen University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06415708,Obinutuzumab Combined With Bendamustine in the Treatment of Mature B-cell Lymphoma,Recruiting,Phase 2,['B Cell Lymphoma'],['Obinutuzumab Combined With Bendamustine'],['China'],"Institute of Hematology & Blood Diseases Hospital, China","Institute of Hematology & Blood Diseases Hospital, China",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06416085,"Psilocybin-assisted Existential, Attachment and RelationaL (PEARL) Therapy for Patients With Advanced Cancer",Recruiting,Phase 2,"['Advanced Cancer' 'Stage IV Solid Tumor Cancer'
 'Stage IV Sarcoma of Bone' 'Stage IV Lymphoma' 'Stage IV Melanoma'
 'Endocrine Cancer']",['Psilocybin'],['Canada'],"University Health Network, Toronto","University Health Network, Toronto",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06418178,Dose Optimization of MDMA-Assisted Therapy for PTSD,Recruiting,Phase 2,['Posttraumatic Stress Disorder'],['Midomafetamine' 'Psychotherapy'],['United States'],Bronx VA Medical Center,Bronx VA Medical Center,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06416228,Beetroot Juice NO Cold Study,Recruiting,Phase 2,['Respiratory Tract Infections' 'Cold Symptoms' 'Exhaled Nitric Oxide'],['Beetroot juice'],['United States'],Southern Methodist University,Southern Methodist University,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06416475,The Effect of Mankai on Glycemic Control Among Patients With T2D,"Active, not recruiting",Phase 2,"['Diabetes Mellitus, Type 2']",['Mankai supplementation' 'Water consumption'],['Israel'],Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06416696,Toripalimab for High-risk Locally Advanced Cervical Cancer,Recruiting,Phase 2,['Cervical Cancers'],['Toripalimab'],['China'],"Cancer Institute and Hospital, Chinese Academy of Medical Sciences","Cancer Institute and Hospital, Chinese Academy of Medical Sciences",Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06417190,Bladder Preservation for Patients With Muscle Invasive Bladder Cancer (MIBC) With Variant Histology,Recruiting,Phase 2,['Muscle-Invasive Bladder Carcinoma' 'Tumor'],['Trimodal therapy (TMT) within 45 days of neoadjuvant chemotherapy (NAC)'],['United States'],Leslie Ballas,Leslie Ballas,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06417268,Combined Pericapsular Nerve Group Block and Lateral Femoral Cutaneous Nerve Block for Pediatric Hip Surgeries,Recruiting,Phase 2,['Pericapsular Nerve Group Block'],"['Caudal epidural analgesia'
 'Ultrasound-guided Combined Pericapsular Nerve Group Block'
 'Ultrasound-guided Lateral Femoral Cutaneous Nerve Block' 'Fentanyl'
 'Morphine' 'Acetaminophen']",['Egypt'],Kasr El Aini Hospital,Kasr El Aini Hospital,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06417476,Short-course Radiotherapy or Long-course Chemoradiation Followed by MFOLFOXIRI Consolidation Chemotherapy for Organ Preservation in Low Rectal Cancer,Recruiting,Phase 2,['Rectal Neoplasms'],"['Short-course radiotherapy' 'Irinotecan' 'Oxaliplatin' 'Calcium Formate'
 'Fluorouracil' 'Long-course chemoradiation' 'Capecitabine']",['China'],Pei-Rong Ding,Pei-Rong Ding,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06418087,Durvalumab With Carboplatin and Etoposide Chemotherapy in Pulmonary Large-cell Neuroendocrine Carcinoma (LCNEC),Recruiting,Phase 2,['Pulmonary Large-cell Neuroendocrine Carcinoma'],['Durvalumab 50 MG/1 ML Intravenous Solution [IMFINZI]'],['Italy'],Gruppo Oncologico Italiano di Ricerca Clinica,Gruppo Oncologico Italiano di Ricerca Clinica,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06441682,A Safety and Efficacy Study of ARGX-119 in Adult Patients with Amyotrophic Lateral Sclerosis (ALS),Recruiting,Phase 2,['Amyotrophic Lateral Sclerosis'],['ARGX-119' 'Placebo'],['Belgium' 'Canada' 'Denmark' 'France' 'Netherlands' 'Sweden'],argenx,argenx,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06441747,Phase II Study of the Combination of Durvalumab (MEDI4736) (PDL1 Inhibitor) and Olaparib (PARP Inhibitor) in Advanced Cholangiocarcinoma After Initial Chemotherapy and Durvalumab (BIL-PPP),Recruiting,Phase 2,['Cholangiocarcinoma'],['Durvalumab' 'Olaparib'],['Australia'],Australasian Gastro-Intestinal Trials Group,Australasian Gastro-Intestinal Trials Group,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06441890,BRE-10: Biomarker Optimization of Neoadjuvant Therapy in Breast Cancer,Recruiting,Phase 2,['Breast Cancer' 'HER2-positive Breast Cancer'],['Paclitaxel' 'Nab-paclitaxel' 'Docetaxel' 'Trastuzumab' 'Pertuzumab'],['United States'],University of Illinois at Chicago,University of Illinois at Chicago,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06467994,Boiled Tree Nut for Oral Immunotherapy in Food-allergic Children,Recruiting,Phase 2,['Food Allergy in Children' 'Food Allergy'],['Cashew oral immunotherapy' 'Placebo oral immunotherapy'],['Hong Kong'],Chinese University of Hong Kong,Chinese University of Hong Kong,Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06466278,IcoSApent ethyL to Slow Down Aortic VAlve Stenosis proGrEssion,"Active, not recruiting",Phase 2,['Aortic Valve Stenosis'],['Icosapent ethyl' 'Placebo'],['Netherlands'],Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),Global / Multi-Region,2.0,1.0,0.6,0.3
NCT06467409,Phase II Clinical Trial to Evaluate the Efficacy and Safety of LPM3480392 Injection for Moderate to Severe Pain After Orthopedic Surgery,Recruiting,Phase 2,"['Pain, Postoperative']","['Placebo' 'morphine hydrochloride injection' 'LPM3480392 Injection'
 'LPM3480392 Injection' 'LPM3480392 Injection' 'LPM3480392 Injection']",['China'],Luye Pharma Group Ltd.,Luye Pharma Group Ltd.,Global / Multi-Region,2.0,1.0,0.6,0.3
